what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1449064694801
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449064695913
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1449064696448
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449064702710
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449064750191
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449064759600
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449064776272
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1449064781163
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1449064781220
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1449064781224
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449064783772
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449064788428
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1449064788933
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1449064789075
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1449064793035
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449064803394
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449064803560
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1449064849528
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1449064993174
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449064995194
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1449065030597
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449065030667
started,bundle,org.eclipse.linuxtools.cdt.libhover,1.0.3.201101251503,"org.eclipse.linuxtools.cdt.libhover",1449065035246
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449065040883
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1449065067915
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1449065068068
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1449065068220
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1449065084930
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1449065091257
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1449065181188
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449065181201
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449065185068
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449065185695
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1449065187396
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1449065239726
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1449065340894
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1449065343312
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1449065346004
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1449065346874
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449065350508
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449065356227
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1449065372193
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1449065372323
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1449065372348
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449065372373
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201102110609,"org.eclipse.cdt.debug.mi.ui",1449065372564
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201102110609,"org.eclipse.cdt.debug.mi.core",1449065372602
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449065372633
started,bundle,org.eclipse.cdt.launch,6.1.0.201102110609,"org.eclipse.cdt.launch",1449065372653
started,bundle,org.eclipse.cdt.dsf,2.1.1.201102110609,"org.eclipse.cdt.dsf",1449065373839
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201102110609,"org.eclipse.cdt.dsf.gdb",1449065373852
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201102110609,"org.eclipse.cdt.dsf.gdb.ui",1449065373853
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449065388463
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449065414134
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449065419923
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449065424912
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1449065425097
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1449065425209
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1449065427843
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1449065430641
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449065433242
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1449065543600
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449065543634
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449065549051
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449065549888
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449065559408
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1449065574529
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449065574560
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449065577491
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449065578092
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1449065581940
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1449065584415
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1449065586150
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1449065587007
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449065589978
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449065591236
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449065609178
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.4.v20110204-0100-e3x,"org.eclipse.cdt.mylyn.ui",1449065611027
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449065611188
stopped,bundle,org.eclipse.linuxtools.valgrind.massif,0.7.0.201101251503,"org.eclipse.linuxtools.valgrind.massif",1449065611987
stopped,bundle,org.eclipse.birt.chart.device.svg,2.6.2.r262_v20101230,"org.eclipse.birt.chart.device.svg",1449065611987
stopped,bundle,org.eclipse.birt.chart.device.extension,2.6.2.r262_v20110127,"org.eclipse.birt.chart.device.extension",1449065611987
stopped,bundle,org.eclipse.birt.chart.device.swt,2.6.2.r262_v20101209,"org.eclipse.birt.chart.device.swt",1449065611987
stopped,bundle,org.eclipse.birt.chart.engine.extension,2.6.2.r262_v20110113,"org.eclipse.birt.chart.engine.extension",1449065611988
stopped,bundle,org.eclipse.linuxtools.gcov,4.1.1.201101251503,"org.eclipse.linuxtools.gcov",1449065611988
stopped,bundle,org.eclipse.linuxtools.gprof,4.0.0.201101251503,"org.eclipse.linuxtools.gprof",1449065611988
stopped,bundle,org.eclipse.linuxtools.dataviewers.charts,4.1.0.201101251503,"org.eclipse.linuxtools.dataviewers.charts",1449065611989
stopped,bundle,org.eclipse.birt.chart.ui,2.6.2.r262_v20110127,"org.eclipse.birt.chart.ui",1449065611989
stopped,bundle,org.eclipse.linuxtools.systemtap.ui.dashboardextension,0.3.0.201101251503,"org.eclipse.linuxtools.systemtap.ui.dashboardextension",1449065611990
stopped,bundle,org.eclipse.linuxtools.systemtap.ui.dashboard,0.3.0.201101251503,"org.eclipse.linuxtools.systemtap.ui.dashboard",1449065611990
stopped,bundle,org.eclipse.linuxtools.systemtap.ui.graphicalrun,0.3.0.201101251503,"org.eclipse.linuxtools.systemtap.ui.graphicalrun",1449065611991
stopped,bundle,org.eclipse.linuxtools.systemtap.ui.ide,0.3.0.201101251503,"org.eclipse.linuxtools.systemtap.ui.ide",1449065611991
stopped,bundle,org.eclipse.linuxtools.systemtap.ui.graphing,0.3.0.201101251503,"org.eclipse.linuxtools.systemtap.ui.graphing",1449065611992
stopped,bundle,org.eclipse.linuxtools.systemtap.ui.graphingapi.ui,0.3.0.201101251503,"org.eclipse.linuxtools.systemtap.ui.graphingapi.ui",1449065611992
stopped,bundle,org.eclipse.birt.chart.engine,2.6.2.r262_v20110120,"org.eclipse.birt.chart.engine",1449065612028
stopped,bundle,org.eclipse.birt.core.ui,2.6.2.r262_v20101014,"org.eclipse.birt.core.ui",1449065612050
stopped,bundle,org.eclipse.birt.data.aggregation,2.6.2.r262_v20110127,"org.eclipse.birt.data.aggregation",1449065612083
stopped,bundle,org.eclipse.birt.data,2.6.2.r262_v20110215,"org.eclipse.birt.data",1449065612146
stopped,bundle,org.eclipse.birt.core,2.6.2.r262_v20110209,"org.eclipse.birt.core",1449065612178
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201102110609,"org.eclipse.cdt.debug.mi.ui",1449065612178
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201102110609,"org.eclipse.cdt.debug.mi.core",1449065612178
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.1.201102110609,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1449065612196
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.search",1449065612213
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201102110609,"org.eclipse.cdt.dsf.gdb.ui",1449065612213
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.2.201102110609,"org.eclipse.cdt.dsf.ui",1449065612255
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201102110609,"org.eclipse.cdt.gdb.ui",1449065612262
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201102110609,"org.eclipse.cdt.dsf.gdb",1449065612262
stopped,bundle,org.eclipse.linuxtools.callgraph.launch,0.0.1.201101251503,"org.eclipse.linuxtools.callgraph.launch",1449065612262
stopped,bundle,org.eclipse.linuxtools.oprofile.launch,0.3.0.201101251503,"org.eclipse.linuxtools.oprofile.launch",1449065612263
